KEY_POWER: 889 889 1778 889 889 889 889 889 889 889 889 889 889 1778 1778 889 889 889 889 889 889 889 889 90678
MIX: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 889 889 889 889 1778 1778 889 889 90678
DOUBLE: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 889 889 889 889 1778 889 889 889 889 889 89789
KEY_SUBTITLE: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 889 889 1778 1778 1778 1778 90678
KEY_STOP: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 889 889 1778 889 889 1778 889 889 90678
REVEAL: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 889 889 1778 889 889 889 889 1778 90678
UPDATE: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 889 889 1778 889 889 889 889 889 889 889 89789
KEY_0: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 1778 1778 889 889 889 889 889 889 90678
KEY_1: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 1778 1778 889 889 889 889 1778 889 89789
KEY_2: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 1778 1778 889 889 1778 1778 90678
KEY_3: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 1778 1778 889 889 1778 889 889 889 89789
KEY_4: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 1778 1778 1778 1778 889 889 90678
KEY_5: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 1778 1778 1778 1778 1778 889 89789
KEY_6: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 1778 1778 1778 889 889 1778 90678
KEY_7: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 1778 1778 1778 889 889 889 889 889 89789
KEY_8: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 1778 889 889 1778 889 889 889 889 90678
KEY_9: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 1778 889 889 1778 889 889 1778 889 89789
X_KEY_1_X_CHANNELS: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 1778 889 889 1778 1778 1778 90678
PR_DOWN: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 1778 889 889 1778 1778 889 889 889 89789
PR_UP: 889 889 1778 889 889 889 889 889 889 889 889 889 889 889 889 1778 889 889 889 889 1778 889 889 90678
KEY_9: 889 889 1778 889 889 889 889 889 889 889 889 889 889 1778 1778 889 889 889 889 1778 889 889 889 89789
KEY_VOLUMEUP: 889 889 1778 889 889 889 889 889 889 889 889 889 889 1778 1778 889 889 1778 1778 889 889 90678
VOL_LOW: 889 889 1778 889 889 889 889 889 889 889 889 889 889 1778 1778 889 889 1778 1778 1778 889 89789
KEY_RED: 889 889 1778 889 889 889 889 889 889 889 889 889 889 1778 1778 889 889 1778 889 889 1778 90678
SWAP: 889 889 1778 889 889 889 889 889 889 889 889 889 889 1778 1778 889 889 1778 889 889 889 889 889 89789
KEY_OK: 889 889 1778 889 889 889 889 889 889 889 889 889 889 1778 1778 1778 1778 889 889 889 889 90678
KEY_MENU: 889 889 1778 889 889 889 889 889 889 889 889 889 889 1778 1778 1778 1778 889 889 1778 889 89789
AV/TV: 889 889 1778 889 889 889 889 889 889 889 889 889 889 1778 1778 1778 1778 1778 1778 90678
KEY_MUTE: 889 889 1778 889 889 889 889 889 889 889 889 889 889 1778 1778 1778 1778 1778 889 889 889 89789
KEY_GREEN: 889 889 1778 889 889 889 889 889 889 889 889 889 889 1778 1778 1778 889 889 1778 889 889 90678
KEY_YELLOW: 889 889 1778 889 889 889 889 889 889 889 889 889 889 1778 1778 1778 889 889 889 889 1778 90678
KEY_I: 889 889 1778 889 889 889 889 889 889 889 889 889 889 1778 1778 1778 889 889 889 889 889 889 889 89789
KEY_TEXT: 889 889 1778 889 889 889 889 889 889 889 889 889 889 1778 889 889 1778 889 889 889 889 1778 889 89789
KEY_BLUE: 889 889 1778 889 889 889 889 889 889 889 889 889 889 1778 889 889 1778 889 889 1778 889 889 889 89789
